Ulasan,Sentimen,Deteksi_Bahasa
pesan warna hitam datengnya biru buat kado bos sangat kecewa,negatif,id
wrap polos plastik sobek sticker bekas silet lengkap lah smua busuk busuk,negatif,id
sesuai iklan nyaa tunjuk aja baca nya katanyabisa dengerin doa surat2 pendek nyata ad kecewa harga mahal gaj sesuai,negatif,id
penyok parah depan belakang tolong peking buat layak,negatif,id
sticker cutter plastik bekas buka cuma lakban plastik polos,negatif,id
wrapingnya parah rapi sama sekali,negatif,id
bagus pandu sholat nyabnya rukuk otomasi nya lebih nya manual,negatif,id
hatihatiofficial store recommendbarang beli sama kirim sengaja beda mungkin beli barang klo ada konfirmasi via chat seller,negatif,id
kecewa bicara awal udah tanya kalau repack bilang repack buka packingan nyata wrapping ulang alias bungkus bawa,negatif,id
percuma pesan kotak tambah kasih lah gue rugi 10k cookk,negatif,id
kecewa layan,negatif,id
minta warna gold kasih hitam pas mau dikembaliin malah ndak percaya pdhl ngaku kalo memang salah gudang untung beli mau nrima walaupun kecewa kelia,negatif,id
beli bubble dus packing nya dus alam bubble luar dus dalam ngepres barang alhasil peyok sobek2 karuan bubble dalam dus dil,negatif,id
ingkar janji waktu kirim,negatif,id
pesan packing kayu kirim packing kayu alhasil dus sedikit penyok pojok kanan atas harus info kalau packing kayu kosong ready tetep,negatif,id
type antar nyata sangat beda den tawar komplain memang harga murah mesti jual guna trik macam in,negatif,id
kalo beli hp tanya dulu pesan bungkus di dus dobel macam mubazir,negatif,id
barang segel kartu garansi isi sejak tgl 30 juli dipake hari rusak kecewa banget seller hubung mohon tunggu aja solusi,negatif,id
biasa barang demosecond klaim baru minta bukti kalau emang hari buka lebih berhati2 kalau belanja sini beda official store belah lle,negatif,id
susah komplain barang kaca film hologennya kapok beli sini respon mau baik jual,negatif,id
penyok dus yaklo plastik diwrap ulang gppparah bget dus penyok,negatif,id
hati hati barang repack jadi barang second direpack ulang,negatif,id
beberapa tombol fungsi,negatif,id
belanja tau tau dicancel sama jual korfirmasi parahhhh,negatif,id
ngapain nunggu batas waktu batal otomatis mau abis baru kirim tuh barang puas banget,negatif,id
complain response seller lama bangat,negatif,id
komplain diam blg bantu proses selesai,negatif,id
barang oke customer serviceny muas satu tanya bru jawab minggu kemudian di tanya tiap hari kalo blg teksini udh off kalo,negatif,id
order paket bundling lengkap matepas mouse keyboard matepad keyboard mouse aju komplain ada selesai,negatif,id
layan sangat lambat hp segel udah buka pokok rekomend,negatif,id
mau nanya aja lama sekali bales chatnya pokok rekomend segel udh deh buka kecewa,negatif,id
barang sesuai estimasi harap kembali ongkir,negatif,id
baru pakai bulan muncul titik putih hilang makin lama tambah banyak pas mau beli ni seller fast response eh pas mau klaim garansi cuek bebek cuma suruh nun,negatif,id
kirim dana kembali,negatif,id
box hpnya penyok semua packing bubblenya tebal,negatif,id
ati ati barang repack 2 bulan lalu mending cari,negatif,id
barang kirim sesuai pesan order pasti lalu chat warna hitam sedia beli pilih varian hitam da,negatif,id
barang diterimaentah hilang,negatif,id
barang sesuai deh poto,negatif,id
suara mantap garansi jamin gampang rakit kualitas adu desain elegan bahan kokoh jual ramah banget proses pesan cepat packaging aman,negatif,id
barang penyokpeking rapih,negatif,id
barang penyok parah baget seller nya,negatif,id
dus penyok,negatif,id
packingnya rapihp penyok,negatif,id
buble tipis barang penyok semua,negatif,id
barang delay,negatif,id
repack ulang nya sangat rapihhh kirim telat,negatif,id
barang ready kirim 3 hari waras bener ni toko sen pke instant padahal buat apa sen mahal2 instant ujung2ny ky pke expedisi 3 hari,negatif,id
sayang nya lupa unboxing saking percaya oficial store pas buka box nya bagi belakang hp debu sperti noda tipex kering bgian hp sperti lecet h,negatif,id
bungkus aman bungkus bable tipis banget akhir hp penyok,negatif,id
sengaja buble tipis beli 4 penyok semua,negatif,id
balas chat lamakirim lama,negatif,id
toko parah bet minta hitam kirm putih buta warna kali orangorang kerja toko mungkin lebih parah buta warna hitam putih sangat k,negatif,id
bilang langsung pakai instandah pilih instan kirim besok kecewa banget,negatif,id
hati hati beli sini nama toko sama kartu garansi buka segel beli tanggal 25 agustus tanggal garansi tanggal 9 agustus seller jujur,negatif,id
produk repack pemberitahuan dichat minta jelas kirim barang repack alasanny mau qc sesuai deskripsi padahal deskripsi tert,negatif,id
tahu barang second baru beli tanggal 20an juli langsung konfirmasi seller sedia buka segel oke in karna it,negatif,id
proses sangat lamban,negatif,id
kirim sangat lamban not recomend,negatif,id
order tanggal 1 5hr baru proses official buruk tokopedia mac promo layan sangat parah kirim super lama barang jual ti,negatif,id
beli bundle anti gores anti gores nya terima hape mslh cape nunggu konfirmasi hari tpks beli anti gores lapak belah har,negatif,id
kirim lambat,negatif,id
beli hp baru bukan second deskripsi buka segel aktivasi garansi bukan tulis kartu garansi tulis kartu garansi asal2an bukan data na,negatif,id
2 kali belanja toko sangat kecewa barang segera kirim berharihari suka bohong sellernya parah layan,negatif,id
kirim lama sekali layan kurang,negatif,id
minta nota uda hampir 2 minggu respon boro2 kirim fisik email aja minta doank dikirin kaga,negatif,id
kirim barang repackingparah,negatif,id
unit tiba kondisi segel void ada repack teraktivasi tanya malah no respon padahal pas order fast respon sekali parah,negatif,id
order biru 4 kirim silver 4 semua penyok dus bubble tipis,negatif,id
mesan nya hari selasa pagi kirim nya hari rabu padahal pake bebas ongkir mungkin kira pake bebas ongkir kali,negatif,id
proses kirim lama,negatif,id
barang suda buka ad segel dus penyok psen warna ap datang beda amsiong,negatif,id
no wraping kg isi tulis,negatif,id
kg tulis didiskirpsi terang komplain malah nyala beli,negatif,id
kecewa berat kirim hp rekondisi bukan garansi resmi segel putus wrap polos original sein minta retur toped jawab nya ngaco jadi,negatif,id
packing jelek kg tulis tulis jelek parah tagl aktivasi bbrp hari lalu not recomend official store,negatif,id
dus penyok plastik nya dpacking lganti gores ad layar,negatif,id
lengkaptidak sesuai pembicaran jual,negatif,id
komplain kait no imei dus atur batas akhir selesai gada kabar gatau mau tau aaaha padahal udah lebih 1 x 24 jam,negatif,id
dus penyok dus sobek plastik bukan plastik packing samsung bearti dipacking ulang syukur segel yah barang,negatif,id
sesuai harap belanja sini,negatif,id
sensor sujud sangat buruk,negatif,id
jual kecewa barang kunjung kirim aju batal baru kirim sangat recomended,negatif,id
masuk pikir beli baru rasa 2nd layar plastik jadi noda baret tipis kg tulis 15blnan beli dus penyok dikit sorry gan bukan masa,negatif,id
packing kelas official buble tipis akhirny tau kok gin kaya bekas ngedrift,negatif,id
baru 2 minggu layar hp mati jual kurang respon maaf bintang ganti 5 jadi 1 toko rekomendad,negatif,id
seller bohong seller ramah seller salah admin rekan bukan saling intropeksi diri sama pegawai,negatif,id
tanya barang repack apa bukan jawab bukan pas datang nyata barang repack segel samsung ny double ud buka dulu trus tempel segel samsung palsu chat,negatif,id
barang repack bukan segel original,negatif,id
barang masalah aman order lanjut banyak deh cancel alas stok abis padahal udh deh chat co kalau barang ready,negatif,id
segel void hp aktivasi serasa beli hp second harga baru,negatif,id
nyata kirim 332 padahal beli 464 info anak krna memang belikan saya cek langsung kasi pakai baru sadar,negatif,id
packing pakar babel aja tipis udah minta aman kok tetap aja,negatif,id
segel buka lecet bagi bawah bukan garansi sein,negatif,id
pesan hitam kirim putih konfirmasi,negatif,id
bulan dah rusak,negatif,id
penyok kirim balik,negatif,id
lama nyampenya,negatif,id
pesan hari jumat baru deh kirim selasa pdahal butuh cepat oke masalah tadi nya mau ttp kasih bintang 5 nyata pas unboxing plastik hp nya udah a,negatif,id
barang segel mungkin buka segel ambil kartu garansi di berrsin wraping ulang kasar buka nya,negatif,id
ingkar janji perihal kirim,negatif,id
toko di percayakita udh byr biaya packinga kayu nya buat hpdi krm hp cm pake buble jadi rugi lahgak tanggung jawab,negatif,id
lama komplain nya,negatif,id
layan buruk lama belanja official store niat ken cepet pakai instant courier proses lama akibat barang baru sampe besok,negatif,id
sejak awal chat minta abu2 kirim biru dikomplen bilang salah pihak gudang ngabarin kalo stock abu2 habis tetep kirim biru sampe sini paham,negatif,id
official abal abal cukup rasa skripsi alas jual repack aktifasi garansi beli tgl 06012022pas chek barang bekas pakai waktu pakai tg,negatif,id
repackkkk master nyata official jamin jujur padahal deskripsi jamin 100 asli produk harga lebih mahal atas rata2 aduhhhhh,negatif,id
proses sangat lama minta warna via chat confirm kirim warna beda,negatif,id
jangan pernah beli toko beli sini batreenya ganggu minta kembali barang alesannya chat balas via wa diskusi re,negatif,id
gambar kasih tulis bonus skripsi suruh milih bonusklo bonus y mau lengkapharga jga naik nama y bkan bonus klo bonus gratis,negatif,id
kecewa layan admin toko konsisten jedah 1 menit barang kirim bon padahal minta bon reseller pertama bilang toko,negatif,id
foto bonus micro sd datang perintilan harap sesuai,negatif,id
barang bagus banget seller salah kirim case waterproof nya kirim malah gopro 7 tanya chat respon baik info sedang check,negatif,id
barang dateng kondisi normal cuman kecewa aja bayar lebih bonus 4 nyata bonus beri konfirmasi padahal se,negatif,id
beli sini barang sesuai deskripsi,negatif,id
kirim lama nyata barang ready cek kurir 2x gagal ambil paket official store rasa toko baru respon jual sebodoamat lot,negatif,id
bilang barang baru segel plastik bungkus kardua buka sedikit baret2 tempered glass bawaanya main,negatif,id
respon kurang layan jelek,negatif,id
no rekomendasi,negatif,id
hpnya sih bagus masalah proses kirim kecewa,negatif,id
sangat kecewa kapok beli sini not recommended,negatif,id
order hitam malah kirim merah jelas terang minta hitam semua punya hitam usa kirim dicancel aja,negatif,id
bonus memory nya gambar tera bonus memory dikirimnua memorynya kirim lama oder 23 datang 28desember,negatif,id
packing aman barang penyok smua mau retur males,negatif,id
toko tipu kapok beli dsini order 10 gb kirim 8gb sesuai sama iklan waspada,negatif,id
mengecewakankarna barang kirim kurang,negatif,id
tanya stok respons cepat kilat nyata barang masalah jangan harap respons barang terima ada dicharge bi,negatif,id
bukan original kecewa,negatif,id
pesan warna grey datang warna blue,negatif,id
barang repack beli unit repack semuagak amanah klu belanja dsni klu u jual pikir biar nasib sama,negatif,id
parah nih sellerbarang baru kirim 2 hari order lebih parah handphone dipacking 2 helai buble barang jadi penyok penyok,negatif,id
minggu rusak mana sevice centernya jauh adminnya bantu claim garansi,negatif,id
parah parah sering beli hp toko lainabis klaim garansi dos wrap plastik lagitapi e duhhh nyesel beli toko iniuda proses lamaga kan deh,negatif,id
kirim sangat lama jual ramah judesss kapok toko sini,negatif,id
klo bundle jangan post blok balikin 60rb aja berat untung bukan ratus ribu hati2 aja klo beli toko klo masalah lepas bakal,negatif,id
jual jujur beri info,negatif,id
lama banget kirim nya,negatif,id
jangan beli toko kecewa kalianbarang bekas jual baru,negatif,id
barang sobek sama penyok kasih bilang dus mulus toko engga amanah,negatif,id
bilang barang ready dikirimkirim kirim barang lengkap and label sobek,negatif,id
rekomendasi toko official store teman2 sodara kecewa berat cek sn bukan garansi sein indonesia cek sensorlcd camera,negatif,id
after sales nya parah beli 4 unit kirim 1 unit sisa kirim pakai jne packing bubble cuma 3 lapis penyok sudutsudut dus m21 nya hindar beli sini,negatif,id
nyata pair laptop device cuma satu device barang klik terima jadi complain produk seperti bagus,negatif,id
packing cuma bubble tipis 3unit satu barang sobek gerus apa lebih aware sama barang kirim say kasih bintg 1,negatif,id
