Ulasan,Rating
kalau jadi cs yang konsisten profesional kalu bisa janji ubah warna tuju batal jangan janji proses bukan malah lindung balik,1
bonus lengkap handset bukan bawa ponselmelainkan merk saran beli jangan pakai bonus bonus nya abal abal layar beli 2 jam proses bo,1
order barang kirim next day guna kurir paxel kemudian proses seller tanggal 25 juni dengan harap barang besok hari dik,1
kirim super lamban respon jawab cepat jamin layan bagus,1
barang sesuai pesan seller php belum order tanya stok hitam putih informasi ready lanjut tekan l,1
pesan warna kuning kirim warna hitam,1
lambat kirim sen instant 3 jam sampe malah 1 hari,1
pesan nya 99rb warna biru seller kirim barang murah 22rb warna pink double salah jual jujur kooperatif fiks tipu bintang bis,1
asli sama sekali hati2 seller blg asli pas nyampe ngecharge lama banget,1
pakai kurleb 2 minggu hp udah error touchscreennya mati bisa sentuh padahal jatuh kena air komplain toko ada solusi padahal beli barang,1
udah kasih note baca bakal beli sini,1
adminnya ganti aja bintang 1 kronologi jadi beli jam 1205 hubung seller bantu cari solusi atas catat beli tera 1153 seller tunggu pi,1
kurir lama kirim lama,1
maaf banget kirim kondisi barang sangat bagus semua awal beli fast respon sekali ada kendala gn sangat minim resonnya cuma dib,1
sangat kecewa sama layan awal beli sini jual janji lewat chat klo note 40 machargemagpower kotak putih pas sampe dapetnya ma,1
proaktif informatif rasa paling benar sendiri tidak mau terima masuk beli kalau beli sini banyak tanya dulu detil jangan,1
layan my expectation awal si oke tgl 30 juli barang mungkin ekspektasi baik awal tadi jadi niat video unboxing nyata,1
toko layak official store kemas packing aman buble tipis chat tidak balas sama sekali layan jual sangat buruk mending skip beli next sto,1
syng garansi sdah aktif lebih,1
salah click mesan warna barang datang minta seller ganti warna gpp antarin ke lokasi seller sedia bayar tamabahan duit apa day,1
kata nya bonus nya nyata ada,1
layan aftersales parah kirim cas hari rusak tukar bagai alas kirim instan hp cas tidak kirim ribet aju komplen sampe 2 hari bar,1
order cas ikut kirim komplen kirim cas rusak tidak tukar parah toko beli 3 hp toko beda cuma yang bagi lem kertas bungkus,1
diwanti wanti kalau ada gray arti cancel jangan kirim toko tuju nyata kirim tetap warna biru tidak mau tukar jual kok maksa,1
tambah box nya ada,2
beli tgl 10nov2020 kartu garansi sistem registrasi beli di tgl 16okt2020,2
dapat kardus haduh,2
barang penyok packing buble tipis banget ada kardus tahu kirim via ekspedisi bukan lebih berhati2 kirim malah salahin ekspedisi,2
kirim lama,2
saran lebih baik packing pakai dus jangan cuma buble,2
warna sesuai pesan penyok segel rusak padahal catat tulis jgn kirim penyok sama segel rusak,2
packing jelek plastik sobek kotak penyok bingung apa standar barang packing toko official store,2
kecewa jual janji kirim senin siang actualnya kirim selasa malam packing lumayan buble wrap tebal barang,2
respon jual terlalu galak moga next laku beli baik,2
respon toko lamabrng dmgn bagus rapi,2
tipisss banget kayak gratis,2
packing rapi barang sesuai kirim lama proses sesuai deskripsi pesan selasa tiba sabtu padahal pesan sicepat best,2
belah kiri sulit ngecharge longgar jadi sblh kiri power selalu off chatt jawab tanya bagi kait tidak response,2
yang newbie tdak d recomended,2
order warna putih datang warna hijau pemberitahuan warna ganti tau barang promo bagaimana di description product dijelasin product fungsi normal,2
garansi aktif 1 bulan nya,2
bekita buka error,2
after sale servis jelek dah salah kirim barang respon lambat sekali bisa bayangin kalau rusak barang responnya kayak gimana bantu cuman pas awal mau beli pas,2
barang sih original ama cuman sayang beli 2 barang kirim cuman 1 tanya kurang minta ajuin komplain aja komplain minta kirim kurang barangn,2
pengirimannyan masalah produk alhqmdulillqh,2
barang sampai mulus 4g network bisa koneksi entah apa sebab mudah mudah solusi toko,2
sen blue kirim hitam,2
awal beli di pakai 45 bulan lot mudah penuh harga rupa,2
sumpah tokoh amanah omong awal bilang langsung kirim nyata nunggu besok tapi saya baca diskrpsi orang emang kir,2
terang repack hnya untk aktivasi garansi nyata unit udh buka aktivasi garansi 13 maret beli tgl 5 april kecewa,2
layan admin sangat2 baik transaksi beli deskripsi kata bonus office normal dong tagih sesuai bonus chat admin slow respon kata,2
kurir asal simpan barang mesti ketemu hubung pihak beli untung barang hilang,2
hpnya bonto banget nyata ngeleg banget asli dh cuman menang amoled doang mending redmi 9c sumpah,2
seller nya banget deh banyak alas kang php tanggung jawab kaga slow respon untuk produk cuman sellernya php banyak gaya sesuai deskripsi kala,2
hp cepat panas,2
barang sesuai deskripsi original kondisi baik kemas baik sayang admin layan di awal transaksi sangat profesional barang la,2
barang cuma kirim nya aja tidak konsisten pakai gosend instan kemarin pesan harus kemarin barang tiba sayang nya pih,2
barang rekondisilcd udah gantianimei daftar parahdaya tangkap signal lemah banget,2
barang bekas pasang anti gores kurang rapi cacat baru kali kecewa toko untung customer complain,2
barang terima hp saya beli aktif garansi lama 2 bulan dagang kurang jujur,2
brng nya bru masa hp bru ada apkikasi,2
barang sesuai kemas tulis olike hero t7 bukan pro,2
not recomended seller kurir,2
bungkus tulis dapat bundling 7 gd telah buka jadi buka belum ada nama orang sudah daftar sudah komplain katan,2
warna sesuai,2
speker hp masalah kyk suara speker pecah hadeh gin belanja online,2
usaha tanya detail lihat gambar belum cukup,2
deskripsi nya bnib ketika cek garansi jalan 35hr deskripsi rubah jadi bnob terus chat seller nya info garansi nya 1 tahun lebih jujur,2
thanks kaka barang sampai di dus terima ram 6 gb rom 128 gb padahal pesan ram 8gbrom 128gb mohon jelas,2
1 pasti dl stock nya order blue nyata sisa grey stock green ada diupdate kl habis bilang sudah habis sisa grey kl beli sin,2
sinyal lemah,2
konfirmasi d awal request warna biru d amin jual kalo barang nyata datang warna putih komplain d saran retur refund buang wa,2
percuma extra bubble wrap sama aja lebih baik gausah,2
barang penyok begini entah seller dari kurir buble nya tipis bener,2
cara pesan sulit,2
repacknya rapiterkesan profesional,2
kotak nya penyok2 packing nya tipis,2
box nya penyok2 hp udh jalan garansi dri 9 desember kelas official kecewa,2
minta warna putih udh dichat ktanya oke kirim nya hitam proses emas nya lamaaa,2
proses packing lama makan waktu 3hari,2
tipis sekali antra sesal beli extra buble atw untung beli jgn percya deskripsi,2
judul barang gambar sesuai barang asli judul barang realmi 10 deskripsi barang kirim realmi 9 sesat beli,2
order hitam 2 hijau 1 kirim hijau semua 3 packing tidak safe,2
seller pelit bubble packing aman,2
dus bawah penyok,2
ekstra ekstra sama aja dus penyok,2
sorry min bintang 2 saya sen warna ijo kasih item mau ngembaliin ribet jadi wis lah,2
pilih black fs kirim warna blue tanya admin jawab flash sales kirim nya random sesuai stock ada jelas sama sekali kalau kirim random,2
parahh penyok ancur lebur 1pcs bubble wrap tipis banget sihhh pelit banget bubble wrap untung asuransi jadi beres,2
kecewa beli hitam datang hijau habis segel buka biasa beli toko saya rate bintang 5 order kali saya kasih rate bintang 2,2
barang original cuma reapek kurang rapi masalah mau jual,2
extra bubble wrap sprti ada sama sekali sangat tipis produk elektronik pdhl bayar 10k extra wrap nya lebih tebal wrap tg saya beli d tempat,2
kecewa sama layan blg klo pake instant hari kirim ngeles2 sampe besok baru kirim kalo urgent mah akan nanya dulu kirim pake instant,2
paya ni seller barang penyok 2disuruh packing dus kata pake buble ajklo emng hnya pqke buble ajknpa buble ny di tebelinapa susahny si tambak dusdus bekas tidak,2
dus penyok reping plastik bukan samsung,2
barang juta kemas cuma 2lapis buble warp,2
parahh penyok 2pcs selalu gitu deh kumat nih seller barang penyok trus kapok dah sengaja kyknya ksh barang penyok klo flashsale parah dahkapok msh mending saya ksh,2
penyokkk bos kacau dah parahh 2pcs bilang ksh barang bener hobi banget ksh penyok emang nih seller bener sengaja parah,2
produk kirim sesuai gambar produk jual,2
dus rusak ada bonus nomer udah daftar wa,2
warna sesuai datang 2 unit hitam,2
sesuai warna pesan,2
barang original sesuai spec flip cover di kirim alas habis info lebih,2
bracket kokoh baut besar cocok mi tv 4 32 tanya adm beli bilang cocok tv 32 nyata dan nambah kerja,2
1u dus penyok sampe tembus plastikny 1u repackny rapi segel samsungny besar sekali 1u ny bru kasi tidak repack,2
tipis banget kepake deh takut baret,2
dah catat jangan penyok tetap aja penyok box nya memang asli penyok seller nya,2
repack barang seperti baru,2
bonus nya sesuai cuma hp set kartu perdana padahal gambar nya dapet anti gores powerbank headsetnya,2
barang sesuai pesan pesan 5g kirim 4gditulis judul 5g nyata 4g alas jual karna pilih varian sayang ti,2
mending usah bundling antigores jelek sayang,2
unit kirim buka segel tidak mau wrap kembalikecewa bangeeeeeeettttttt,2
segel rusak,2
kasih kardus bekas beli hape kecewa bukan kardus layak ada penyok beli 6 hape padahal buble kasih tebal tetap percuma order tambah gin,2
kasih kardus bekas beli hape kecewa bukan kardus layak ada penyok beli 6 hape padahal,2
kecewa order 6 hape tambah extra buble kardus penyok pakai kardus bekas padahal kardus beli beri kardus bekas profesional kecewa,2
packing nya perlundiperhatikan dus jadi peok sana sini,2
maaf kasih bintang 2,2
beli tanya warna bilang tinggal 1 suruh segera pesan beli sudah ingat saja kirim warna saat komplain han,2
sayang garansi bukan atas nama beli tidak sesuai tanggal beli harus sesuai tanggal beli nama sipembeli beli tgl 29 dit,2
barang proses luaaaaaaaaaaaaaaammmaa sekali kurang profesional services tiap x belanja proses butuh waktu lama sekali byr instan rasa regular,2
bisa mungkin kalau orng beli anti gores pasang semua bsa pasang sendiri terus free case ad kecewa banget so far brng bgs2 aja inti,2
beli bundle anti gores anti gores minta bukti unboxing emang tidak karena tidak videoin saya minta bukti balik kalo kiri,2
baik layan customer,2
bubble wrapnya gadibikin tebal pdhl terang extra,2
barang datang langsung diarahin service center,2
barang sesuai seller lambat respon sekali hampir pernah balas,2
barang habis open packing dipacking ulang langsung kirim,2
buat barg bnob masalah asal diwrapping ulang lah biar padahal barang mau jual,2
mesan sesuai buat barang aman lama jalan refund lama sekarang lunas sayang official store layan buruk,2
pesan guna kayu datang kayu alhasil kotak nya penyok rusak kirim keluar pulau jawa buat kondisi lebih parah lebih teliti la,2
garansi resmi kurang buat main game online ml sinyal tiba tiba hilang lag terus terus pdhl sinyal rumah kuat telkomsel 4g cs operatory bilang,2
pesan langsung proses langsung kirim seller tidak respone pas ditanyain respon doank pas hari lanjut,2
minus drepack ulang bosssss,2
barang bagus sesuai pesan aman ke rumah respon seller cepat ramah jadi kecewa aja kirim pake instant courier malah kirim h,2
tak handsfree tertnyata,2
percuma pesan pake next day kirim toko tunda sampe sisa 5 jam alesan jelas,2
bisa pegang omong tingkatin lah malu sama embel2 official store,2
minta kirim serta nota tidak serta,2
beberapa sensor yang kerja keluar suara apa,2
bintang 5 produk bintang 1 servis kirim minta instant malah kirim besok,2
lambat banget layan ongkir bayar gosend instant baru kirim besok hari kecewa,2
sesuai kata,2
segel buka tidak repack dus penyok,2
barang tapi kirim lama,2
kualitas barang bagus respon cepat tidak sesuai waktu kirim minta kirim hari padahal deal kirim sore tapi tetap kirim besok,2
sen hitam datang biru udah minta anti gores pasang sekali malah dateng pisah mana anti gores kayak produk gagal tengah 2 garis2 ganggu biasa,2
2x nanya kirim kapan 2x dibohongin mau review sebenernya tidak mungkin ngasih bintang 3 atas seller minta review tadi mau bintang 1 tamba,2
tuk barang kecil fungsi add sayang duit buat ongkir kan lumayan,2
produk lumayan cuma pengirman sesuai minta kirim langsung malah undur padahal butuh cepet,2
sampe warna ungu uda smp dipastiin biru yang pake anak laki2 soal,2
kartu beli nyata exp bisa akses pihak toko hubung tanggap lama,2
sesuai pesanancepat proses lama d kirim,2
paket lengkap yang kurang cukup lumayanharusnya memang video unboxing buka paket karena ada jadi bisa komplain atur vidio unboxi,2
dipacking extra buble dipacking kardus next seller lebih teliti kalau hapus aja biaya tambah packing kardus buble extra,2
baru pake sebentar udah rusak,2
kirim lama sekali,2
pilih bundling sama glass protector tidak kirim glass protector nya komplain susah sudah lah anggap aja sedekah,2
kartu perdana ada padahal dus tempel paket perdana,2
segel buka antigores banyak gores kaya bukan baru hp nya panas hp nya hp nya secen,2
barang 1 repack sudah aktif drpd komplain retur urus ribet biar bintang yag bicara promo cair sih cair karena repack dn aktif harga jual kemb,2
packing kurang aman barang jadi penyot,2
thanks bro barang keren klu kirim2 tidak usa bubble wrap skalian,2
barang fungsi baik pas sujud suara,2
wrapping ulang kek plastik sobek,2
order 2 hp bubble tipis sampe penyok box nyapelapak request pickup order kurir molor hari ikut,2
nyata barang nya segel buka izin,2
packing super tipis hp jadi penyok kirim cepat packing lebih baik maaf gan kasih bintang 2 baik packing,2
penyok parah packing standar p,2
packingan tingkat kami beli hp bukan barang murah terima kasih,2
respon claim lama,2
belum mohon maaf tidak komplain hak beri ulas pertama para beli unboxing penting anda untuk video proses su,2
slalu official store packinya alakadarnya perhati dunk klu packing jgn hny pake buble wrap aja tipis,2
ada nota apa paket kirim via email nyata cuma faktur,2
barang fungsi baik pakai sujud suara,2
