Nama,Tipe Barang,Varian Barang,Ulasan,Rating,Tanggal
Tubagus,Xiaomi Pad 6s Pro 8/256GB SD 8 Gen 2 Mi Pad Wifi Only Garansi Resmi,Varian: MI Pad 6S Pro - 8/256GB Grey,"baguss tabnya, untuk di harga segini worth it sih buat menunjang mobilitas pekerjaan ga kalah dengan ipad air 🔥",5,1 hari lalu
Johan,Vivo Y100 5G 8GB 128GB 256GB 8/128 8/256 / 4G Garansi Resmi,Varian: 5G 8/128GB - PROMO,sesusi pesanan,5,1 hari lalu
Panji,OPPO Reno 12 5G 12/256GB Reno12 12GB 256GB Garansi Resmi,Varian: 12/256 Brown - Non Bonus,"brg sdh sampe, sesuai pesanan, masa garansi sdh jalan 1 bln..",5,1 hari lalu
A***p,Samsung Galaxy S22 5G 8/128GB 8/256 Garansi Resmi Samsung Indonesia,Varian: White - 8/256GB,"Barang fungsi normal,seal segel utuh tanpa bekas buka (walaupun entah repack/bukan)",5,1 hari lalu
Y***o,Samsung Galaxy A35 5G 8/128GB 8/256GB NFC Garansi Resmi 8 128 256 GB,Varian: 8/256GB Promo - Non Bundling,"barang bagus, respond cepat, pengiriman rapi",5,1 hari lalu
a***a,Samsung Galaxy Fit3 Fit 3 Smartband / Smartwatch Garansi Resmi SEIN,Varian: PROMO,"Barang sampai tujuan dengan selamat, masih segelan.
TERIMA KASIH!!",5,1 hari lalu
eagusb,Olike Smartwatch Atlas FM01 Bluetooth IP68 Waterproof Garansi Resmi,Varian: Promo,Proses cepat dan packing aman,5,1 hari lalu
G***i,Vivo Y100 5G 8GB 128GB 256GB 8/128 8/256 / 4G Garansi Resmi,Varian: 5G 8/128GB - Purple,"mantap 
original 
segel 
cepat 
aman 
garansi",5,1 hari lalu
Allian,Xiaomi Poco X6 PRO 5G NFC 12/512GB 512 MD 8300 Ultra Garansi Resmi,Varian: 12/512GB Promo - Non Bonus,"pengiriman cepat, barang sesuai gambar",5,1 hari lalu
ABRAHAM,Vivo V30 5G NFC 12/512GB 8/256GB Garansi Resmi Indonesia,Varian: 8/256 Promo - Non Bonus,"mantap tokonya 🔥🔥 Pengiriman pakai instant aman, packing aman, barang original, segel toko trusted 
sukses terus",5,1 hari lalu
I***m,Apple iPad 9 9th Gen 2021 256GB 64GB Wifi Only Garansi Resmi IBOX,Varian: PROMO 64 INTER - SPACE GREY,"Berfungsi dengan baik, aman",5,1 hari lalu
Anthonyus,Samsung Galaxy Fit3 Fit 3 Smartband / Smartwatch Garansi Resmi SEIN,Varian: PROMO,stepsnya error jadi total tidak bisa reset daily....dibawa ke samsung service center diganti.baru,1,1 hari lalu
Rizqi,Xiaomi Redmi 13C 6/12GB 8/256GB Garansi Resmi Not Redmi 12C 12 13,Varian: 6/128GB Green - Bundle Hydrogel,nice,4,1 hari lalu
A***a,Xiaomi Poco F6 5G 12/512GB 8/256 GB Garansi RESMI - not F5,Varian: 12+512 Green - Non Bundle,"nice barang, produk aktivasi saat barang diterima, original. 2x beli disini, bagus.",5,2 hari lalu
Anto,Apple iPad Air 6 M2 2024 11 inch 128GB 256GB 512GB 1TB Wifi,Varian: 128GB Promo - Blue,"Recommended seller, barang diterima dengan packaging yang aman dan rapih, dan productnya original dan 100% baru dan tanpa cacat, respond seller juga sangat baik",5,2 hari lalu
D***s,Xiaomi Poco X6 PRO 5G NFC 12/512GB 512 MD 8300 Ultra Garansi Resmi,Varian: 12/512GB Promo - Non Bonus,"dibilang mau ganti alamat ga mau parah ni seller ga rekomen, gw ampe harus beli tiket kereta buat ke kos lama. pokoknya bintang satu berbicara",1,2 hari lalu
zen,Xiaomi Poco X6 PRO 5G NFC 12/512GB 512 MD 8300 Ultra Garansi Resmi,Varian: 12/512GB Yellow - Bonus PB,mantab pisan mendarat dgn selamat. moga awet di pakai nya dan jaya slalu buat seller dan toped,5,2 hari lalu
Iqbal,Apple Watch Ultra 2 GPS 49mm Alphine Loop Titanium iWatch Series S M L,Varian: Ocean Band - Blue,Mantap sesuai deskripsi. Fast response.,5,2 hari lalu
L***g,Infinix GT 20 Pro 5G 8/256 GB NFC MD 8200 Ultimate Garansi Resmi,Varian: 12/256GB Blue - Non Bundle,"Barang sesuai deskripsi & pemesanan, respon penjual & pengiriman cepat, untuk garansi sdh terbaru digital",5,2 hari lalu
R***n,Redmi Note 13 5G 8/256 GB 8GB 256GB Garansi Resmi Xiaomi Not 12 pro,Varian: 4G 8/128 Promo - Non Bundle,"barang msh tersegel, berfungsi baik seller fast respon, pengiriman ke luar pulau sangat cepat, trima kasih seller dan pak kirir",5,2 hari lalu
N***l,Apple Watch Series 9 2023 41mm 45mm Silver Midnight Pink S M RESMI,Varian: 41MM M/L Apple - Promo,Mantulll barangnyaaa,5,2 hari lalu
Muh,Vivo X100 5G 12/256GB Dimensity 9300 NFC Garansi Resmi,Varian: Promo - Non Bonus,"packing aman, respon admin cepat. sebaiknya kalau beli HP, tidak usah pakai gratis ongkir. sampainya lumayan lama, pesan senin sampai jumat.",5,2 hari lalu
s***i,Xiaomi Poco X6 PRO 5G NFC 12/512GB 512 MD 8300 Ultra Garansi Resmi,Varian: 12/512GB Yellow - Non Bonus,mantap.. hp sudah sampe.. barang masih tersegel rapih.. semuanya aman.. padahal ini pertama kali beli hp lewat online.. jadi gak ragu lagi sekarang👍👍👍,5,2 hari lalu
I***u,Xiaomi Redmi 13C 6/12GB 8/256GB Garansi Resmi Not Redmi 12C 12 13,Varian: 8/256GB Promo - Non Bundle,"harga nya murah, packing nya aman, admin nya ramah dan fast respon. terimakasih !!",5,2 hari lalu
Nikky,Imoo Watch Phone Z1 Swimming Resistance HD Camera Garansi Resmi,Varian: BLUE,Bagus dan Harga Sangat Bersaing,5,2 hari lalu
Albertus,Apple iPad Air 5 2022 10.9 inch M1 Chip 256GB 64GB Wifi Garansi Inter,Varian: WIFI 64GB - GREY,barang baru dan segel. garansi masih baruuu,5,2 hari lalu
D***i,Xiaomi Redmi Watch 3 Active Black Garansi Resmi,Varian: Black,Ulasan tidak ditemukan,5,2 hari lalu
r***o,Infinix GT 20 Pro 5G 8/256 GB NFC MD 8200 Ultimate Garansi Resmi,Varian: 8/256GB Orange - Non Bundle,"barang sudah sampai, ternyata cepet juga pesan hari jumat, hari sabtu udh sampai",5,2 hari lalu
Agnes,Redmi Note 13 Pro 5G 8/256 | 4G 8/256 GB Garansi Resmi Xiaomi Not 12,Varian: 5G 8/256 Purple - Non Bonus,"Puji Tuhan, kurir sameday nya amanah dalam pengiriman. Barang jg asli, berfungsi dgn baik, dpt casing dri box packagingnya jg.",5,2 hari lalu
Thessalonicha,Xiaomi Poco F6 Pro 5G 12/256 GB 8/256 GB Garansi RESMI not F5,Varian: F6 12/512 Green - Non Bundling,"BAGUS BANGET, PENGIRIMAN CEPAT, ADMINNYA RAMAH BANGET SUKAK💕💕💕",5,2 hari lalu
Ichsan,Infinix Smart 8 4/128 GB Black Gold Garansi Resmi 1 Tahun 4gb 128gb,Varian: 4/128GB Promo - Non Bonus,Barang bagus original. Seller gercep. Smg awet,5,2 hari lalu
Jamhari,Xiaomi Poco F6 Pro 5G 12/256 GB 8/256 GB Garansi RESMI not F5,Varian: F6 12/512 Black - Non Bundling,"mantap instant kurir gercep, lokasi toko di roxy",5,2 hari lalu
albertus,Vivo X100 Pro 5G 16/512GB 12/256GB Dimensity 9300 Garansi Resmi,Varian: X100 PRO 16/512 - Promo,"barang sesuai pesanan, cepat sampai dan seller respon luar biasa, thankyou seller 🫰",5,2 hari lalu
C***s,Oppo A79 5G 8/128GB 128 GB Garansi Resmi Not a78 a96 A98,Varian: 8/256GB Promo - Non Bonus,mantab,5,2 hari lalu
I***m,Samsung Galaxy A55 5G 8/256GB 12/256GB NFC Garansi Resmi Not A52s A54,Varian: 8/256GB Blue - Non Bundling,"barang segel, josparjosjeng..🔥",5,3 hari lalu
M***M,"Itel Vista Tab 30 LTE 4/128GB 10.9"" Inch Grey Blue Vistatab Garansi Resmi",Varian: Promo,"mantaps... 
sesuai dengan deskripsi pelapak... 
cukuplah untuk anak-anak pakai sekolah",5,3 hari lalu
Antonia,Apple iPad Air 5 2022 10.9 inch M1 Chip 256GB 64GB Wifi Garansi Inter,Varian: WIFI 64GB - PURPLE,Barang tersegel saat tiba dan dilapisi bubble wrap tebal.,5,3 hari lalu
Dimas,Olike Smartwatch Atlas FM01 Bluetooth IP68 Waterproof Garansi Resmi,Varian: Promo,Barang oke.. semoga awet..,5,3 hari lalu
Slamet,OPPO Reno 12 5G 12/256GB Reno12 12GB 256GB Garansi Resmi,Varian: 12/256 Brown - Non Bonus,Alhamdulillah hp sampai dengan pengiriman yg cepat dan langsung digunakan. Semoga awet. Harga sangat murah dibanding kan toko offline,5,3 hari lalu
A***i,OPPO Reno 12 Pro 5G 12/512 GB Reno12 12GB 512GB Garansi Resmi,Varian: 12/512 Promo - Non Bonus,"barang sesuai pesanan dan sudah di coba, bagus dan sesuai dengan deskripsi",5,3 hari lalu
D***y,Samsung Galaxy M15 5G NFC 6/128Gb Garansi Resmi SEIN Not M14,Varian: 6/128 Dark Blue - Non Bonus,"mantap, packing rapi, aman, barang sesuai",5,3 hari lalu
S***i,Apple iPad Pro M4 2024 11 inch 128GB 256GB 512GB 1TB 2TB 5th Gen Wifi Only,Varian: 256GB - Black - Promo,"langsung dicoba & berjalan dengan baik ipadnya. seller amanah, driver grabnya juga tadi amanah. sukses slalu untuk Digitec 👍",5,3 hari lalu
novan,Xiaomi Poco F6 5G 12/512GB 8/256 GB Garansi RESMI - not F5,Varian: 12+512 Titanium - Non Bundle,"Barang original pemgiriman pun aman menggunakan buble warp,, jangan ragu untuk beli hp di sini...",5,3 hari lalu
ukhay,"Apple iPad Gen 10 2022 10.9"" 256GB / 64GB",Varian: IPAD 10 64GB - Silver,fast responsse and brg ori.,5,3 hari lalu
Ade,Samsung Galaxy S22 5G 8/128GB 8/256 Garansi Resmi Samsung Indonesia,Varian: Promo - 8/256GB,"Cool, spek lumayan tinggi untuk hp samsung walaupun release date sudah lama. Thanks",5,3 hari lalu
T***s,Sony WH-1000XM5 Sony Wireless Headphone Noise Canceling WF-1000XM5 XM5,Varian: WH-1000XM5 - Blue,"Kualitas bagus, pengiriman cepat, tp sayangnya respon penjual cukup lama karena masih bingung dengan pilihan headphone lain. So far cukup puas, tp untuk repurchase masih...",5,3 hari lalu
B***o,Vivo X100 Pro 5G 16/512GB 12/256GB Dimensity 9300 Garansi Resmi,Varian: X100 PRO 16/512 - Promo,"Awalnya agak kecewa karena dibilang ready namun ternyata stok di gudang tidak ada. Namun karena sering di-follow-up, akhirnya bisa terkirim walaupun sempat ditunda selama...",5,3 hari lalu
S***i,Samsung Galaxy S23FE S23 FE 8/256 GB 8/128B Garansi Resmi,Varian: 8/128GB - Promo,proses cepat,5,3 hari lalu
Y***y,Samsung Galaxy A35 5G 8/128GB 8/256GB NFC Garansi Resmi 8 128 256 GB,Varian: 8/256GB Lilac - Non Bundling,"Packing sangat aman, tebel banget bubble wrap nya. Sangat recomended beli disini 🤟🏻🤟🏻🙏🏻🙏🏻",5,3 hari lalu
T***y,Imoo Watch Phone Z1 Swimming Resistance HD Camera Garansi Resmi,Varian: BLUE,"Barang mantap
Seller terpercaya
Mudahan awet",5,3 hari lalu
YULIANTO,Vivo V30 5G NFC 12/512GB 8/256GB Garansi Resmi Indonesia,Varian: 12/512 Hijau - Bonus Lengkap,barang tudak lengkap. mohonpb nya segera di kirim. soalesaya ambil yg full bonus tapi pb ny tidak ada,1,3 hari lalu
Ardian,"Apple MacBook Air 2022 M2 Chip 13"" Inch 512GB 256GB RAM 8GB IBOX",Varian: 512GB APPLE - Midnight,Bintang bicara,5,3 hari lalu
dwi,Xiaomi Poco X6 PRO 5G NFC 12/512GB 512 MD 8300 Ultra Garansi Resmi,Varian: 12/512GB Promo - Non Bonus,Barang sudah di terima dan packaging nya bagus betul tebal nya sampai seperti bantal bubble warp nya 👍,5,3 hari lalu
f***l,Samsung Galaxy Fit3 Fit 3 Smartband / Smartwatch Garansi Resmi SEIN,Varian: PROMO,"pelayanan kurang responsif, pengiriman agak lama",3,3 hari lalu
Iman,Imoo Watch Phone Z1 Swimming Resistance HD Camera Garansi Resmi,Varian: PINK,Good,5,4 hari lalu
W***u,Edifier R1280DB Powered Bluetooth Bookshelf Speakers R1280 DB R 1280,Varian: Brown,Packing aman dan sampai dengan selamat. Proses instalasi cukup mudah dan kualitas suara mantap puooollllll.,5,4 hari lalu
I***I,Samsung Galaxy A15 5G 8/128GB 8/256GB Garansi Resmi SEIN 8 128 256 GB,Varian: 5G 8/256GB - Blue Black,always lamgganan 5😇😇😇 bintang berbicara,5,4 hari lalu
watno,Xiaomi Pad 6s Pro 8/256GB SD 8 Gen 2 Mi Pad Wifi Only Garansi Resmi,Varian: MI Pad 6S Pro - 8/256GB Grey,mantap .. respon cepat,5,4 hari lalu
Kristian,Vivo Y100 5G 8GB 128GB 256GB 8/128 8/256 / 4G Garansi Resmi,Varian: 4G 8/256GB - Purple,"baguss bett ,hadiah buat emak 🥰🥰 . minus pengirimannya doang pake jne yes malah tembus 4 hari anjay 😮‍💨",5,4 hari lalu
k***l,Vivo Y17S 6/128 GB Garansi Resmi not y21s,Varian: Y17s 4/64 Purpl - Non Bundle,"barang bagus dan ori, sesusai spesifikasi",5,4 hari lalu
Harya,Xiaomi Poco M6 8/256 8GB 256GB Garansi Resmi Not M5 X5 M4,Varian: 8/256 Purple - Non Bonus,"Produknya msh segel, isi komplit. 
Pesan pake kurir instan jam 8 pagi kirain lgsg dikirim, ternyata nunggu toko buka jam 11 siang.",5,4 hari lalu
A***q,Xiaomi Poco X6 PRO 5G NFC 12/512GB 512 MD 8300 Ultra Garansi Resmi,Varian: 12/512GB Grey - Bonus Hydrogel,"Shopnya recommend, terbaik lah, makasih pelayanannya 🙏",5,4 hari lalu
Ahmad,OPPO Reno 12 Pro 5G 12/512 GB Reno12 12GB 512GB Garansi Resmi,Varian: 12/512 Brown - Bonus Lengkap,"Powerbank nya tidak ada , padahal katanya dapat .. jawaban admin tidak memuaskan, agak bertele tele",3,4 hari lalu
z***a,Realme C65 8/128GB 8/256GB Purple Black Helio G85 45W Garansi Resmi,Varian: 8/256GB Purple - Non Bundling,"berfungsi dengan baik, bagooss",5,4 hari lalu
DD,RESMI Poco C65 6/128 8/256 Helio G85 Garansi Resmi Xiaomi 128GB 256GB,Varian: C65 8/256 Promo - Non Bonus,"original,Barang cepat sampai, seeppp, gercep",5,4 hari lalu
f***o,Xiaomi Poco F6 Pro 5G 12/256 GB 8/256 GB Garansi RESMI not F5,Varian: F6 12/512 TNium - Non Bundling,sesuai,5,4 hari lalu
A***e,Xiaomi Poco F6 5G 12/512GB 8/256 GB Garansi RESMI - not F5,Varian: 12+512 Black - Non Bundle,fast respon chatnya. brg ori. reccomended~,5,4 hari lalu
R***y,"Itel Vista Tab 30 LTE 4/128GB 10.9"" Inch Grey Blue Vistatab Garansi Resmi",Varian: BNIB,"dah jangan ragu lagi kalo mau order😭pokoknya terbaikkkkk adminnya fast respon, pengiriman cepet, barang dijamin ori, pengemasan aman puolll pokoknya the best",5,4 hari lalu
R***y,Realme 13 8/256 8/128 GB NFC SD685 Garansi Resmi Not 12 Pro,Varian: 4G 8/256 Promo - Bundle Hydrogel,sellernya komunikatif banget dan pengiriman cepat sesuai estimasi. barang lengkap dan berfungsi baik 🙂👍 thanks seller,5,4 hari lalu
R***y,TWS Samsung Galaxy Buds 3 Garansi Resmi SEIN Silver White Earbuds Buds3,Varian: Silver,"barang meluncur dengan aman dan cepat, kondisi sesuai deskripsi dan sesuai di harapkan, admin nya merespon baik. Pokoknya rekomended di e-commerce ini.",5,4 hari lalu
R***y,ITEL A50 3/64 GB Garansi Resmi | 3GB 64GB Hitam Hijau,Varian: 3/64 Promo - Bundle Hydrogel,"Super puas beli disini recommended bgt, sellernya ramah dan ngebantu banget dan Unitnya ori dan sesuai.",5,4 hari lalu
Albert,Samsung Galaxy Fit3 Fit 3 Smartband / Smartwatch Garansi Resmi SEIN,Varian: PROMO,amazing,5,4 hari lalu
A***h,Realme 13 8/256 8/128 GB NFC SD685 Garansi Resmi Not 12 Pro,Varian: 4G 8/256 Promo - Bundle Hydrogel,"Barang bagus, berkualitas, harga kompetitif. Sudah dicoba semua fitur beroperasi baik. Semoga Seller tambah sukses👍",5,4 hari lalu
A***h,ITEL A50 3/64 GB Garansi Resmi | 3GB 64GB Hitam Hijau,Varian: 3/64 Promo - Bundle Hydrogel,Pelayanan ramah proses cepat dan pastinya admin selalu online setiap waktu ga pake lama langsung respon,5,4 hari lalu
A***h,TWS Samsung Galaxy Buds 3 Garansi Resmi SEIN Silver White Earbuds Buds3,Varian: Silver,"proses dan pengiriman aman, barang sesuai deskripsi. ori BNIB. siap2 jadi langganan. maaf lama baru review karena mau tes coba pakai sudah beberapa bulan aman berfungsi d...",5,4 hari lalu
A***h,"Itel Vista Tab 30 LTE 4/128GB 10.9"" Inch Grey Blue Vistatab Garansi Resmi",Varian: BNIB,"Barang OK - masih disegel, Seller responsif & informatif. Packing bagus & pengiriman cepat & aman 👍👍",5,4 hari lalu
Little,Samsung Galaxy Fit3 Fit 3 Smartband / Smartwatch Garansi Resmi SEIN,Varian: Silver,"barang ori...seneng deh, cm pengiriman agak lama",5,4 hari lalu
a***l,Samsung Galaxy A35 5G 8/128GB 8/256GB NFC Garansi Resmi 8 128 256 GB,Varian: 8/256GB Lilac - Non Bundling,👍👍,5,4 hari lalu
Candra,Xiaomi Pad 6s Pro 8/256GB SD 8 Gen 2 Mi Pad Wifi Only Garansi Resmi,Varian: MI Pad 6S Pro - 8/256GB Grey,barang mantap. dapat potongan lumayan jadi makin murah. mantap sekali tokonya,5,4 hari lalu
Fajar,Xiaomi Poco X6 PRO 5G NFC 12/512GB 512 MD 8300 Ultra Garansi Resmi,Varian: 12/512GB Yellow - Bonue Lengkap,kurang powerbank,3,4 hari lalu
sandi,Xiaomi Poco F6 Pro 5G 12/256 GB 8/256 GB Garansi RESMI not F5,Varian: F6 12/512 TNium - Bundle Hydrogel,Barang Ori...cepat dan terpercaya,5,4 hari lalu
Amer,TWS Baseus E19 ENC True Wireless Earbuds Garansi Resmi,Varian: White,"Paket dah mendarat dg aman. Paket masih segel. Unboxing trus testing. Bass mantab, treble kurang imbang. Masih terdapat noise yg cukup mengganggu. Overall buat bass lover...",5,4 hari lalu
Y***a,Xiaomi Redmi Pad SE 4/128GB Garansi Resmi not Pad 5 Pad 6 Redmi Pad,Varian: 4/128GB GREY - Non Bundle,"Barang sesuai, seller ramah dan gercep, pengiriman juga cepat",5,5 hari lalu
F***a,Xiaomi Mi 14 5G 12/256GB Leica SD 8 Gen 3 Garansi Resmi Not 13T Ultra,Varian: 14 12/256 Green - Non Bundle,"Setelah menabung sekian purnama, akhirnya kebeli jug Xiaomi 14. Disini paling murah dan ada potongan harga diskonnya lagi. Warnanya juga paling lengkap disini. Adminnya s...",5,5 hari lalu
R***y,Apple iPad Air 6 M2 2024 11 inch 128GB 256GB 512GB 1TB Wifi,Varian: 256GB Promo - Grey,"iPad airnya sudah datang. aman, terpercaya, kualitas barang luar biasa. sedap",5,5 hari lalu
Hendra,Oppo A60 8/128GB 8/256GB NFC SD 680 5000mAh Garansi Resmi,Varian: 8/128 Promo - Non Bundle,"barang bagus,aman",5,5 hari lalu
M***d,Oppo A58 4G NFC 8/128GB 6/128GB Garansi Resmi Not Oppo A54 A57 A77s,Varian: 8/128 Green - Non Bonus,good semoga awet,5,5 hari lalu
D***i,Vivo V29 5G NFC 12/512GB 8/256GB 80W Fastcharge Garansi Resmi Not V27,Varian: V29 12/512 Blak - Non Bundle,"barangnya ok, selamat sampai tujuan, walaupun ada penyok sedikit tapi aman tidak ada kerusakan.",4,5 hari lalu
Ahmad,RESMI Poco C65 6/128 8/256 Helio G85 Garansi Resmi Xiaomi 128GB 256GB,Varian: C65 6/128 Promo - Non Bonus,mantap barang nya,5,5 hari lalu
F***y,ITEL A50 3/64 GB Garansi Resmi | 3GB 64GB Hitam Hijau,Varian: 3/64 Promo - Bundle Hydrogel,Bener bener terpercaya pokonya ga usah ragu lagi asli pengiriman ga sampe 2 hari udah sampe barang original,5,5 hari lalu
F***y,Realme 13 8/256 8/128 GB NFC SD685 Garansi Resmi Not 12 Pro,Varian: 4G 8/256 Promo - Bundle Hydrogel,"bener2 segel n masih plastikan, garansi utuh, unitnya fullsett n mulus. the best is servicenya seller. juara n excellent, adminnya komunikatif n cepet jawab semua pertany...",5,5 hari lalu
F***y,TWS Samsung Galaxy Buds 3 Garansi Resmi SEIN Silver White Earbuds Buds3,Varian: Silver,"Respon toko cepat, barang resmi 100%, transaksi instant langsung sampai dibawah 3 jam, top pokoknya",5,5 hari lalu
F***y,"Itel Vista Tab 30 LTE 4/128GB 10.9"" Inch Grey Blue Vistatab Garansi Resmi",Varian: BNIB,"barang masih segel, buat yg takut belanja online, di sini beneran aman, admin juga sangat membantu, check out hari ini jg lgsg di kirim hari ini juga. after sales jg admi...",5,5 hari lalu
I***n,Samsung Galaxy Fit3 Fit 3 Smartband / Smartwatch Garansi Resmi SEIN,Varian: Grey,"beli yg grey dikirimnya yg silver, waktu ditanya juga cmn jawab ""sudah diinfokan cmn adanya silver"" ga ada kata maap dsbnya",1,5 hari lalu
Verrel,Xiaomi Poco X6 PRO 5G NFC 12/512GB 512 MD 8300 Ultra Garansi Resmi,Varian: 12/512GB Yellow - Non Bonus,"barang ori, penjual fast respond, pengiriman cepat, mantappp",5,5 hari lalu
Adhi,Olike Smartwatch Atlas FM01 Bluetooth IP68 Waterproof Garansi Resmi,Varian: Promo,"kemasan sangat rapih, sesuai spek, sdh dicoba dan berfungsi dg baik",5,5 hari lalu
Andra,Samsung Galaxy A35 5G 8/128GB 8/256GB NFC Garansi Resmi 8 128 256 GB,Varian: 8/256GB Promo - Non Bundling,mantep,5,5 hari lalu
E***h,TWS Samsung Galaxy Buds 3 Garansi Resmi SEIN Silver White Earbuds Buds3,Varian: Silver,Barang masih disegel waktu sampai & ada garansi resminya ✨,5,5 hari lalu
E***h,ITEL A50 3/64 GB Garansi Resmi | 3GB 64GB Hitam Hijau,Varian: 3/64 Promo - Bundle Hydrogel,"Awalnya parno kirim2 via gojek karena banyak kasus driver nakal, sampe saya bela2in ke toko offlinenya langsung, tapi ternyata beli langsung gak dapet diskon. Yaudah dima...",5,5 hari lalu
E***h,Realme 13 8/256 8/128 GB NFC SD685 Garansi Resmi Not 12 Pro,Varian: 4G 8/256 Promo - Bundle Hydrogel,"Barang sesuai pesanan, tidak ada kekurangan dan kerusakan dalam pengiriman. Seperti biasa respon cepat, harga hemat, barang mendarat dengan selamat. Mantap👍",5,5 hari lalu
E***h,"Itel Vista Tab 30 LTE 4/128GB 10.9"" Inch Grey Blue Vistatab Garansi Resmi",Varian: BNIB,barang tiba dengan selamat aman tanpa lecet sedikitpun karna pengemasannya yang super oke banget👍👍,5,5 hari lalu
C***a,ITEL A50 3/64 GB Garansi Resmi | 3GB 64GB Hitam Hijau,Varian: 3/64 Promo - Bundle Hydrogel,"Proses handling pesanan relatif cepat, penjual responsif dan barangnya pastinya ori",5,5 hari lalu
C***a,TWS Samsung Galaxy Buds 3 Garansi Resmi SEIN Silver White Earbuds Buds3,Varian: Silver,"after 1 week pemakaian, semua FINE. Admin sangat responsive dan sabar hhi. Thanks. 5⭐️",5,5 hari lalu
C***a,"Itel Vista Tab 30 LTE 4/128GB 10.9"" Inch Grey Blue Vistatab Garansi Resmi",Varian: BNIB,Mantab produk asli dan pengiriman cepat serta admin sangat responsif! Luar biasa sih,5,5 hari lalu
C***a,Realme 13 8/256 8/128 GB NFC SD685 Garansi Resmi Not 12 Pro,Varian: 4G 8/256 Promo - Bundle Hydrogel,"pelayanan sangat cepat, order instant sore langsung kirim terima kasih",5,5 hari lalu
R***o,Redmi Note 13 Pro 5G 8/256 | 4G 8/256 GB Garansi Resmi Xiaomi Not 12,Varian: 5G 12/512 Black - Non Bonus,Mantap,5,5 hari lalu
Diena,Xiaomi Redmi 13C 6/12GB 8/256GB Garansi Resmi Not Redmi 12C 12 13,Varian: 8/256GB Black - Non Bundle,"sampai dengan aman, cepat.. barang ori dan berfungsi baik.. sukses trs",5,5 hari lalu
Alfian,Samsung Galaxy A55 5G 8/256GB 12/256GB NFC Garansi Resmi Not A52s A54,Varian: 8/256GB Promo - Non Bundling,"kualitas barang mantap, kurang tws tapi karena memang kosong dan sudah di refund, pelayanan mantap, maaf gambar tidak berhubungan",5,5 hari lalu
