Ulasan,Sentimen,Tipe Barang,Deteksi_Bahasa
kecewa baru kali beli barang baru 1 hari dipake karet ngelupas semuapantes diskon besar,negatif,JBL Reflect Aware,id
kualitas imitasi kirim sangat lama emas abal2,negatif,JBL Go 2 - Orange,id
barang sampe rumah bisa nyala complain cuma ngelempar costumer care dengan jawab template tanya kirim barang di cek,negatif,JBL Charge 4,id
proses claim garansi teribet,negatif,JBL Wave 100 True Wireless,id
beli t500bt sama jbl go2 yang kirim cuma t500bt jbl go2 nya kirim adminnya buruk banget performa padahal official store adminnya begini komplain deh,negatif,JBL Go 2,id
tampak luar baru masih segel ketika coba suara kresek kresek ketika musik nyala suara hasil delay sudah chat jual t,negatif,JBL Go 2,id
suara nya cempreng rekomend tws2 hrga nya lbih murah bass nya ada rekomendasi,negatif,JBL Wave 100 True Wireless,id
bilang kirim kemarin malah kirim hari minta cancel malah kirim saya tidak mau terimasaya kasih kurir aja makasih,negatif,JBL C150SI - White,id
memang barang nya masalah kabel nya sama kaya keluh cust nya kabel coak2 karet uda mulai lengket lama disimpen panas2 an mungkin suara baik,negatif,JBL Reflect Fit - Teal,id
kronoligis 1 order barang selasa pagi 29 maret 2 barang baru kirim 31 maret sudah mulai kecewa jual ada itikad baik biasa paling lambat esok h,negatif,JBL Wave 100 True Wireless,id
cukup kecewa kualitas suara spt di bayang bas nya ada sama sekali,negatif,JBL Go 2,id
order salah produk mau batalin tolak admin dichat jawab pake template terus kecewa total inti produk biasa aja,negatif,JBL T500 BT - Black,id
adminnya parah mau ganti alamat kirim malah tolak konsul solusi malah jawab template banyak blg adminnya ngasi solusi cek aja di bintang sat,negatif,JBL T500 BT - Black,id
suara cempreng,negatif,JBL Quantum 100 Wired Over-Ear Gaming Headset with Detachable Mic,id
gatau dah ni asli apa sering mati tbtb kata org2 mah ofc kadang jual imitasi,negatif,JBL Go 2,id
barang bykan asli original depan lebih hati pilih barang diskon gede kecewa bahan material plastik lihat kasar kalau harga murah bilang,negatif,JBL T450 - Black Headphone on-ear,id
baru dipake minggu udah error aja speakernya minta kembali barang mau service centernya lambat,negatif,JBL Go 2 - Red,id
layan buruk sekali,negatif,JBL Wave 200 True Wireless,id
material sangat jelek,negatif,JBL Reflect Fit - Blue,id
review jujur suara kencring belah kanan admin mau tanggung garansi alesannya barang terima,negatif,[EXCLUSIVE LAUNCH] JBL Tune 115 True Wireless,id
kualitas audio seperti harap sesuai harga banyak earphone harga bawah rp 400ribu jauh lebih bagus,negatif,AKG N20U Earphone - Silver,id
barang kirim parah,negatif,JBL Go 2 - Yellow,id
suara kurang turut ekpektasi kualjtas jbl lain kecewa sih adminnya sangat tidak bantu tanya apa jawab apa kura,negatif,JBL Endurance Dive - Blue,id
unit belah kanan bunyi kretek kretek kek yang kendor dalem,negatif,[EXCLUSIVE LAUNCH] JBL Tune 115 True Wireless,id
mohon admin respons keluh sangat kecewa bahanmaterial lapuk baru lihat 3 hari pakai merk kalas jbl,negatif,JBL Reflect Fit - Teal,id
barang pernah ke memang kurir anteraja masalah pihak jual jbl office store tokopedia gampang solusi refund biasa,negatif,JBL Go 2,id
barang baru dipake minggu yang belah kiri baterai sangat cepat drop bawa service center surabaya bln 1021 sekarang 222 ada kaba,negatif,JBL Tune 225 True Wireless Ghost Edition,id
baru nyampe produk setel udah curiga suara cempreng kata saksi ngebass bohong tuskrg speaker mati sebelahbuang aja tong sampah,negatif,JBL C150SI - White,id
wireless blue tooth nya charge saat kni barang bisa pakai bisa dicharge tidak sesuai harga harus qualitasny,negatif,JBL Endurance Run BT - Red,id
barang nya sampai,negatif,JBL C150SI - Black,id
dus segel cuma kasih isolasi,negatif,JBL Flip 5 - Red,id
bungkus kabel kurang awet baru 2x pakai kelupas,negatif,JBL Reflect Fit - Red,id
suara kurang bagus cendrung jelas harga cukup mahal padan,negatif,JBL Wave 200 True Wireless,id
perhati barangnyang jual kabel nya jelek sekali,negatif,JBL Reflect Fit - Red,id
barang tak pernah dana lalu toped care,negatif,JBL C150SI - Black,id
cinta produk jbl suara ada beberapa koleksisangat sayang beli jbl wave 100 inisy dapat casenya spt lainpadahal udh mohon2 diu,negatif,JBL Wave 100 True Wireless,id
pakai kurir anteraja complain baru nyampe 7 hari jkt barat depok pakai kurir mana gratis tidak cuma 2 hari,negatif,JBL T110 Blue,id
barang bagus olahraga zoom meeting telah pakai normal lama 1 thn 4 bulan tiba2 kotak charger masalah bisa charging bagi kanan kiri,negatif,JBL Endurance Peak - Blue,id
lgi diskon tpi suara nya kayak beda lbih bagus suara aku beli jbl charge 3 luar negri masa iya kalah sama charge 3 inti kurang jedug suara,negatif,JBL Xtreme 2 - Green,id
mantap beli bulan maret 2021 hari 25 jan 2022 mati belah biar tiap tahun beli,negatif,JBL T110 Red,id
produk puas layan kurang baik barang dicancel otomatis pesan nyata barang dicancel kirim jadi kembali,negatif,JBL Endurance Run BT - Black,id
fake jbl kualitas nya hancur banget jual curang moga jual cepet selesai deh,negatif,JBL C150SI - Black,id
jbl fake kualitas barang jelek banget bass ada noise bintang satu rasa bagus barang kalo ada bintang 12 moga sellernya cepet,negatif,JBL C150SI - Black,id
udah charge 25 jam pakai sampe 30menit udah abis batre bagaimana cerita,negatif,JBL Everest 110 BT Google Assistant,id
harga memang cukup bagus mungkin besar factory defect stock barang sangat lama baru pakai 1 hari sudah ada karet rusak,negatif,JBL Xtreme 2 - Green,id
barang jelek kirim pembelicomplain sama bukan seorg apa barang returns kirim service kok super jeleksangat kecewa,negatif,JBL Xtreme 2 - Green,id
barang pertama stok kosongtp status adacuma beda warna bisa diswitch beli pake cc uba jadi cicil jadi refundjd skrg kata tagih perbln double bikin r,negatif,JBL Flip 5 - Blue,id
coba aman awal pikir dicharge makanya habis baterai nyata faulty product dicharge malam cuma tahan 5menit,negatif,JBL Everest 110 BT Google Assistant,id
apa garansi sudsh rusak kiri,negatif,JBL Wave 100 True Wireless,id
barang lama,negatif,JBL T110 Red,id
salah milih lapak,negatif,JBL Quantum 100 Wired Over-Ear Gaming Headset with Detachable Mic,id
tutup karet cas lapuk karet nya buka langsung lepas sangat kecewa,negatif,JBL Xtreme 2 - Green,id
barang terima tidak fungsi,negatif,JBL Everest 110 BT Google Assistant,id
mati belah,negatif,JBL T110 Black,id
harga segitu bass nya kurang banget suar jauh lebih bagus jbl kabel 100rb an,negatif,[EXCLUSIVE LAUNCH] JBL Tune 115 True Wireless,id
kalah suara nya sama murah,negatif,JBL Wave 200 True Wireless,id
suara bassnya kurang,negatif,JBL C150SI - Black,id
paket sampai kok status mesan terima cuma batal komplain atas kurir anteraja bukan arti paket saya terima,negatif,JBL T110 Black,id
connect bluetooth tes kualitas suara selalu dengar bunyi kresekkresek juga kadang dengar bunyi suara lengking headset hea,negatif,JBL Tune 115 BT - Gray,id
saran jangan pake kirim anteraja profesional sama sekali beli tanggal 10 sampe tanggal 21 itu grgr aju komplen tokopedia baru urus belu,negatif,JBL C150SI - White,id
pesan kamis malam instant courier jumat pagi status tunggu konfirmasi follow up suruh tunggu siang akhir 1 jam sblm batal saya mur,negatif,JBL E65NC BT - Blue,id
kurang teliti baca spek mau tukar bisa pdhl nyampe barang datang packing sangat buruk rapih kurang aman bungkus luar datang udh robek2jadi beli,negatif,JBL Quantum One Gaming Headphone,id
baru beli baru buka paket salah memamg video in pas buka paket sini cm mau info klo barang saya beli baru di toko official mas,negatif,JBL Xtreme 2 - Green,id
barang bagus dalam tanggap komplain terlalu lambat order putih udah confirm ready ternyt kirim pink komplain minta tukar putih lama sekali responnya,negatif,JBL Live Pro+ True Wireless,id
order warna pink kirim warna putih gimana sih,negatif,JBL Live Pro+ True Wireless,id
pesan putih datang pink chat respondnya lambat banget admin gabisa kasih jawab nunggu lama buat ngurusin tukar barang harus ribet inti jelek service ba,negatif,JBL Live Pro+ True Wireless,id
baru beberapa hari udh bgini kabel apes dah kapok dah,negatif,JBL Reflect Aware,id
sangat sangat sangat worth it harga beli headset anda akan beli brand jbl harga produk bukan headset kualitas harga,negatif,JBL C150SI - White,id
jual layan buruk kecewa sangat lambat barang kurang bagus jarak 6 m lapang buka suara jelas atur volume tidak lancar saa,negatif,JBL Endurance Jump - Black,id
entah ekspektasi terlalu tinggi awal pakai pkir mngkin koneksi bluetooth yang ganggu nyata stelah lhat dri semua rating emang kualitas suara,negatif,JBL Wave 100 True Wireless,id
stock store sesuai admin balas cepat tidak update stock,negatif,[EXCLUSIVE LAUNCH] JBL Tune 115 True Wireless,id
barang dan fungsi baik kirim sangat lama butuh cepat malah lama stock warna kosong padahal store nya on pesan jumat men,negatif,JBL Tune 115 BT - Gray,id
produk saya terima suara kualitas beda display mall saya terima sember mohon response pihak store langkah ikut terima kasih,negatif,Harman Kardon Onyx Studio 5 - Black,id
kecewa sih unit rusak gabisa cas pakai nyampe 2 bulan padahal gabisa claim karna mnyertakan box kmaren order hitam dateng biru terimakasih,negatif,JBL Endurance Peak 2 True Wireless,id
terima dapat bonus tumbler nyata salah krm hadiah saya kembali hadiah tumbler nya bikin ribet aja profesional,negatif,JBL Endurance Peak 2 True Wireless,id
kasi bintang 1 kecewa jbl indonesia selaku official store harus mengupload foto tokopedia benar tokopedia belum upload warna hita,negatif,UA True Wireless Flash X - Engineered by JBL,id
lama kirim pilih samday datengnya besok,negatif,JBL T500 BT - Black,id
pasang iklan dimana2 free merchandise limited edition 75thn jbl nyata kirim alas merchandisenya habis kalau habis ngapain pasang i,negatif,JBL Tune 500 - White,id
semua komplain kualitas kabel saya pikir ah kalau nyimpennya bener mungkin rusak eh nyata mau disimpen serap apa tinggal nunggu waktu aja,negatif,JBL Reflect Aware,id
binggung mau ngasih bintang berapa ekspedisi kirim sampe 1 minggu pdhl beli bukan pas payday produk ko cuman masalah kirim aja lebih,negatif,JBL C150SI - Black,id
apabila charge baterai bisa 90,negatif,JBL LIVE 200 BT - Black,id
respon komplain barang lama,negatif,JBL Charge 4,id
kecewa sblmnya tidak mau review tpi ada minta chat direview review yaaa sblm beli saya tanya stock minta kirim hari juga kurir sa,negatif,JBL T110 Black,id
suara kecil tidak stabil,negatif,JBL T450BT Headphone - White,id
ada konformasi dapat silicon case nya padahal kasih catat klo dapat nya konfirmasi dulu jangan maen kirim aja,negatif,JBL Wave 100 True Wireless,id
kirim bagus aman sayany suara earphone dengar jauhmendem jadi gedein volume pchp sebut dengar,negatif,JBL C150SI - Black,id
kirim lama dapet lindung,negatif,JBL Wave 100 True Wireless,id
baru pakai 2 minggu rusak,negatif,JBL T120 TWS - Pink,id
warna sesuai pesan hitam diksh biru,negatif,JBL Endurance Peak 2 True Wireless,id
hhmmmm gimana yah daily driver itu oi j5 50rban lazadut terus nyoba jbl rasa jadi downgrade banget kualitas suara power kurang kenceng bass,negatif,JBL C150SI - White,id
respon cepat realisasi sesuaiproses kirim lama anyway barang bagus,negatif,Harman Kardon Onyx Studio 5 - Blue,id
bayar jam 7 proses jam 1 siang parah moga ada org2 buat kyk gin cuman official,negatif,JBL T110 White,id
sameday janji proses kirim hari sama nyata malah 2 hari baru,negatif,JBL T110 Black,id
bass kanan mati,negatif,JBL T110 Black,id
barang original kecewa sama csnya kata barang habis tetep kirim untung beli lain lebih komunikatif dan pasti selalu stok biasa,negatif,JBL T110 Black,id
barang dalam kondisi segel ini baru dalam ny bagi pencet volume putih putih jelas lengket banget not recommended buat beli,negatif,JBL Reflect Aware,id
beli lama kemudian rusak bawa service center kata mau tukar baru hampir 2 bulan datang2 barang ganti nya kapok layan jbl indonesia jak,negatif,JBL Charge 4,id
baru colok sekali malah jadi kaya gin bisa claim garansi kalo rusa fisik video unboxing sayang sekali kelas jbl build quality nya kaya git,negatif,JBL Reflect Aware,id
warna sesuai chat respon di tanggap baik layan sangat buruk,negatif,JBL Tune 220 True Wireless - Black,id
barang bagus sebenernya servicenya jelek banget responsenya lama pada tiba kabel chargenya rusak saya minta ganti pernah responsepoor,negatif,JBL T120 TWS - Pink,id
layan toko sungguh kecewa,negatif,JBL T110 Red,id
barang hilang,negatif,Harman Kardon NEO - Brown,id
barang datang hilanggg,negatif,JBL Tune 225 True Wireless Ghost Edition,id
suara biasa aja sama aja kaya earphone jbl pakai kabel dapet harga tekno 500ribu jelek deh,negatif,JBL T120 TWS - Pink,id
barang terima rusak bisa hidup bahkan bisa charge sudah chat aju tanggung jawab tukar barang karena batas waktu saya u,negatif,JBL Under Armour PIVOT - White,id
kelas jbl kenal suara nya bagus bagus semua speaker nya sih headset sangat jauh ekspektasi suara nya sember banget pecah sorry tim jb,negatif,[EXCLUSIVE LAUNCH] JBL Tune 115 True Wireless,id
toko official produk dinkirimkan risak gilir retur proses nya lama belit belit professional earbud mati belah,negatif,JBL T120 TWS - Pink,id
micnya rusak,negatif,JBL C150SI - Black,id
kecewa banget beli produk baru buka suara bising banget coba claim kembali jbl harap dituker baru belum dipake sama sekali nyata biasa,negatif,JBL Tune 750 BT Noise Cancelling - Black,id
belah kanan nyala discount reject,negatif,JBL Tune 500 - Black,id
ada karet cadang nya,negatif,JBL T110 White,id
baru 2x dipake lari kok mati yasudahlah rejeki,negatif,JBL Endurance Run BT - Red,id
suruh tu mbak mbak nya ngasi bintang jelas bnget tu foto cropan barang nyampe saya,negatif,JBL C150SI - Black,id
barang expired di discount kabel getas complaint respon nya lambat lempar sana sini padahal baru 2 hari,negatif,JBL Reflect Fit - Red,id
salah jasa pengirimanbarang prnh akhir refund,negatif,JBL T600BT Noise Cancelling - BLACK,id
kirim lambat jual responsif ingin tanya barang kirim 5x dapat jawab minta cancel tidak diapprove kecewa of,negatif,JBL T110 Black,id
headset kiri serinng bisa nyala konek hari dua2nya bisa nyalan,negatif,JBL Tune 220 True Wireless - White,id
ingin batal pesan toko izin dan kemudian bahkan ambil produk kembali tidak pernah beli,negatif,JBL Endurance Dive - Black,id
packing buruk barang kurang yang pes,negatif,JBL C150SI - Red,id
packing nya kok buruk sekali barang pesan kurang 1 unit,negatif,JBL C150SI - Black,id
barang nya eror sangat sesal belanja sini awal mula sulit kirim sekarang barang di terima malah rusak bener nih jbl,negatif,JBL Tune 220 True Wireless - Gray,id
tips aja klo mau sen toko dan harap hari sampe sen jam subuh soal kirim di tundatunda,negatif,JBL T110 Red,id
earphone nyala belah,negatif,JBL T110 Blue,id
buruk layan informasi katalog penuh dusta kata ada promonya nyata barang hadiah kirim paraaaah jangan belanja sini woy rugi,negatif,Harman Kardon FLY True Wireless in-ear headphones,id
cepet rusak baru bulan udah rusak,negatif,JBL Endurance Run BT - Black,id
barang dapat defect cacat trus aju direturn saya kira ganti baru nyata service sudah 1 bulan ada kabar barang baru nyamp,negatif,JBL Clip 3 Portable Bluetooth Speaker - Black,id
deskripsi barang kurang tegas jelas,negatif,JBL Endurance Run,id
suara keluar belah kanan belah kiri ada barang rusak bisa dipake padahal official store chat admin tidak balas kecewaaaaa banget,negatif,JBL Endurance Run BT - Black,id
kirim lama jual responsif,negatif,JBL T110 Black,id
produk layan cukup tau,negatif,JBL Tune 115 BT - Black,id
hati2 promo diskon besar2an tidak mau terima barang ini sangat sayang brand kelas jbl mohon perhati kualitas produk nya,negatif,JBL Reflect Aware,id
suara enak blasss let harga imitasi kwkwkw masa jbl kualitas nya kaya gin ngeri ngerong koyo iwak,negatif,JBL C150SI - Red,id
proses komplain berbelitbelit barang pertama kali kirim rusak nyala sama sekali langsung beli kirim pakai jne yes 1 hari turut situs web jn,negatif,JBL Endurance Run BT - Black,id
deg degan beli via online biasa on the spot syukur barang dengan aman di tempat terima kasih,positif,ASUS TUF Gaming A15 FA506NC Ryzen 5-7535HS RTX3050 512GB 144Hz,id
